cost,raw_sum_km_s,departure_vinf_km_s,arrival_vinf_km_s,powered_flyby_dv_km_s,turn_excess_deg,min_turn_margin_deg,tof_total_days,epochs_et_s,tofs_days,leg_paths,event0_KERBIN_et_s,event1_KERBIN_et_s,event2_JOOL_et_s,leg1_path,leg1_tof_days,leg2_path,leg2_tof_days,flyby1_KERBIN_vinf_in_km_s,flyby1_KERBIN_vinf_out_km_s,flyby1_KERBIN_vinf_mismatch_km_s,flyby1_KERBIN_turn_required_deg,flyby1_KERBIN_turn_max_deg,flyby1_KERBIN_turn_margin_deg,flyby1_KERBIN_turn_excess_deg
18.975648372219876,7.891260190346422,5.071253413502663,2.7461872860393677,0.07381949080439121,0.0,20.111639502297724,2084.0,"806976081.851686,857433681.851686,987033681.851686","584,1500","right_cw1,left_cw0",806976081.8516864,857433681.8516864,987033681.8516864,right_cw1,584.0,left_cw0,1500.0,5.105373195639106,5.179192686443497,0.07381949080439121,22.220290931723806,42.33193043402153,20.111639502297724,0.0
27.42654435645602,7.893997740733059,5.066069053956559,2.6964914042056245,0.13143728257087517,0.0,18.678645021594626,1084.0,"158976081.851686,209433681.851686,252633681.851686","584,500","right_cw1,0rev_cw0",158976081.8516864,209433681.8516864,252633681.8516864,right_cw1,584.0,0rev_cw0,500.0,5.100514122588718,4.969076840017843,0.13143728257087517,24.860342958323425,43.53898797991805,18.678645021594626,0.0
35.37410484326037,7.8956504723250855,4.541020143479572,3.1714232351367975,0.18320709370871668,0.0,8.601888652305929,2576.0,"435456081.851686,511142481.851686,658022481.851686","876,1700","left_cw1,left_cw1",435456081.8516864,511142481.8516864,658022481.8516865,left_cw1,876.0,left_cw1,1700.0,4.542077120185156,4.725284213893873,0.18320709370871668,39.85448963497943,48.45637828728536,8.601888652305929,0.0
25.129272826098855,7.8958629114847305,4.531440749484844,3.249749340289781,0.11467282171010584,0.0,15.002204431344703,2536.0,"3456081.8516864,79142481.8516864,222566481.851686","876,1660","left_cw1,left_cw0",3456081.8516864013,79142481.8516864,222566481.85168642,left_cw1,876.0,left_cw0,1660.0,4.51561536366691,4.630288185377016,0.11467282171010584,34.25956564566763,49.26177007701233,15.002204431344703,0.0
14.566249233093073,7.896904646343954,4.834326751610925,3.0183767066103373,0.044201188122690915,0.0,33.3553616421016,2070.0,"877824081.851686,940896081.851686,1056672081.85169","730,1340","0rev_cw1,left_cw1",877824081.8516864,940896081.8516864,1056672081.8516864,0rev_cw1,730.0,left_cw1,1340.0,4.841907238745128,4.797706050622437,0.044201188122690915,12.734970145621613,46.090331787723215,33.3553616421016,0.0
20.046924999167093,7.900348143799497,5.065175256198038,2.754261363428478,0.08091152417298098,0.0,18.919669496766502,2124.0,"444096081.851686,494553681.851686,627609681.851686","584,1540","right_cw1,left_cw0",444096081.8516864,494553681.8516864,627609681.8516865,right_cw1,584.0,left_cw0,1540.0,5.108527118473157,5.189438642646138,0.08091152417298098,23.338473636970388,42.25814313373689,18.919669496766502,0.0
31.812067328026927,7.901099440783005,4.534768050937462,3.205932850139795,0.16039853970574836,0.0,9.934073468216233,1536.0,"530496081.851686,606182481.851686,663206481.851686","876,660","left_cw1,0rev_cw1",530496081.8516864,606182481.8516865,663206481.8516865,left_cw1,876.0,0rev_cw1,660.0,4.538560807270127,4.698959346975875,0.16039853970574836,38.71862266312941,48.65269613134564,9.934073468216233,0.0
15.421036524015348,7.9013880632389215,5.062927093777339,2.7885499205753885,0.049911048886193576,0.0,3.5482518751620757,1124.0,"711936081.851686,762393681.851686,809049681.851686","584,540","right_cw1,0rev_cw0",711936081.8516864,762393681.8516864,809049681.8516864,right_cw1,584.0,0rev_cw0,540.0,5.105787593679394,5.0558765447932,0.049911048886193576,39.46834390699025,43.01659578215232,3.5482518751620757,0.0
22.791595979716856,7.9017109786632975,5.062836904290168,2.7386323442602656,0.10024173011286397,0.0,10.899421505209926,1124.0,"349056081.851686,399513681.851686,446169681.851686","584,540","right_cw1,0rev_cw0",349056081.8516864,399513681.8516864,446169681.8516864,right_cw1,584.0,0rev_cw0,540.0,5.099489734147225,4.999248004034361,0.10024173011286397,32.47330995983523,43.37273146504515,10.899421505209926,0.0
20.830539103992688,7.903944592305745,4.518839927662214,3.2994168793786236,0.08568778526490739,0.0,2.283836583086835,1496.0,"374976081.851686,450662481.851686,504230481.851686","876,620","left_cw1,0rev_cw0",374976081.8516864,450662481.8516864,504230481.8516864,left_cw1,876.0,0rev_cw0,620.0,4.553320883607626,4.467633098342719,0.08568778526490739,47.824282690020915,50.10811927310775,2.283836583086835,0.0
